movie_title,director_name,genres,actor_1_name,actor_2_name,actor_3_name
a nightmare on elm street ,Wes Craven,Horror,Johnny Depp,Lin Shaye,Amanda Wyss
man on wire ,James Marsh,Biography Crime Documentary History Thriller,Paul McGill,Philippe Petit,Jean-Louis Blondeau
abandoned ,John Laing,Drama,Siobhan Marshall,Peter Feeney,Rachel Nash
brotherly love ,Jamal Hill,Drama,Logan Browning,Adam Ratcliffe,Faizon Love
the last exorcism ,Daniel Stamm,Drama Horror Thriller,Caleb Landry Jones,Ashley Bell,Patrick Fabian
nowhere boy ,Sam Taylor-Johnson,Biography Drama Music,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff
a streetcar named desire ,Elia Kazan,Drama,Marlon Brando,Karl Malden,Kim Hunter
dr. strangelove or: how i learned to stop worrying and love the bomb ,Stanley Kubrick,Comedy,George C. Scott,Slim Pickens,Keenan Wynn
el crimen del padre amaro ,Carlos Carrera,Drama Romance,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.
beasts of the southern wild ,Benh Zeitlin,Drama Fantasy,Quvenzhané Wallis,Gina Montana,Dwight Henry
battle for the planet of the apes ,J. Lee Thompson,Action Sci-Fi,Roddy McDowall,Paul Williams,Claude Akins
songcatcher ,Maggie Greenwald,Drama Music,Aidan Quinn,David Patrick Kelly,Jane Adams
higher ground ,Vera Farmiga,Drama,Donna Murphy,Bill Irwin,Michael Chernus
vaalu ,Vijay Chandar,Comedy Romance,Hansika Motwani,T.R. Silambarasan,Brahmanandam
the greatest movie ever sold ,Morgan Spurlock,Comedy Documentary,Quentin Tarantino,J.J. Abrams,Donald Trump
ed and his dead mother ,Jonathan Wacks,Comedy Horror,Steve Buscemi,Gary Farmer,Jon Gries
travelers and magicians ,Khyentse Norbu,Adventure Drama,Tshewang Dendup,Lhakpa Dorji,Sonam Kinga
hang 'em high ,Ted Post,Western,Clint Eastwood,Bruce Dern,Alan Hale Jr.
deadline - u.s.a. ,Richard Brooks,Crime Drama Film-Noir,Humphrey Bogart,Jim Backus,Kim Hunter
sublime ,Tony Krantz,Horror Thriller,George Newbern,Tom Cavanagh,Cas Anvar
a beginner's guide to snuff ,Mitchell Altieri,Comedy Horror Thriller,Kimberley Crossman,Luke Edwards,Bree Williamson
independence daysaster ,W.D. Hogan,Action Sci-Fi,Tom Everett Scott,Keenan Tracey,Nicholas Carella
dysfunctional friends ,Corey Grant,Comedy Drama,Christian Keyes,Essence Atkins,Tatyana Ali
run lola run ,Tom Tykwer,Crime Drama,Moritz Bleibtreu,Ludger Pistor,Armin Rohde
may ,Lucky McKee,Drama Horror,James Duval,Will Estes,Nora Zehetner
against the wild ,Richard Boddington,Adventure Family,Natasha Henstridge,CJ Adams,Erin Pitt
living dark: the story of ted the caver ,David Hunt,Horror,Matthew Alan,Chris Cleveland,Circus-Szalewski
under the same moon ,Patricia Riggen,Adventure Drama,America Ferrera,Eugenio Derbez,Kate del Castillo
conquest of the planet of the apes ,J. Lee Thompson,Action Sci-Fi,Roddy McDowall,Gordon Jump,John Randolph
in the bedroom ,Todd Field,Crime Drama,Tom Wilkinson,Sissy Spacek,Karen Allen
i spit on your grave ,Steven R. Monroe,Horror Thriller,Sarah Butler,Chad Lindberg,Daniel Franzese
"happy, texas ",Mark Illsley,Comedy Crime Romance,Ally Walker,Illeana Douglas,Jeremy Northam
my summer of love ,Pawel Pawlikowski,Drama Romance,Paddy Considine,Natalie Press,Dean Andrews
the lunchbox ,Ritesh Batra,Drama Romance,Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey
yes ,Sally Potter,Drama Romance,Shirley Henderson,Joan Allen,Stephanie Leonidas
you can't take it with you ,Frank Capra,Comedy Drama Romance,Jean Arthur,Ann Miller,Lionel Barrymore
from here to eternity ,Fred Zinnemann,Drama Romance War,Montgomery Clift,Donna Reed,Deborah Kerr
she wore a yellow ribbon ,John Ford,Western,Harry Carey Jr.,Ben Johnson,Victor McLaglen
grace unplugged ,Brad J. Silverman,Drama Music,Shawnee Smith,Michael Welch,Anthony Reynolds
foolish ,Dave Meyers,Comedy Drama,Eddie Griffin,Clifton Powell,Marla Gibbs
n-secure ,David M. Matthews,Crime Drama Thriller,Essence Atkins,Lamman Rucker,Tempestt Bledsoe
caramel ,Nadine Labaki,Comedy Drama Romance,Yasmine Al Massri,Adel Karam,Nadine Labaki
out of the dark ,Lluís Quílez,Horror Thriller,Stephen Rea,Pixie Davies,Alejandro Furth
the bubble ,Eytan Fox,Comedy Drama Romance,Ohad Knoller,Lior Ashkenazi,Yousef 'Joe' Sweid
the conversation ,Francis Ford Coppola,Drama Mystery Thriller,Harrison Ford,Teri Garr,Cindy Williams
dil jo bhi kahey... ,Romesh Sharma,Romance,Annabelle Wallis,Revathy,Bhoomika Chawla
mississippi mermaid ,François Truffaut,Crime Drama Romance,Catherine Deneuve,Jean-Paul Belmondo,Michel Bouquet
i love your work ,Adam Goldberg,Drama Mystery,Judy Greer,Marisa Coughlan,Nicky Katt
cabin fever ,Travis Zariwny,Horror,Dustin Ingram,Gage Golightly,Samuel Davis
dawn of the dead ,Zack Snyder,Action Horror Thriller,Ty Burrell,Kevin Zegers,Mekhi Phifer
waitress ,Adrienne Shelly,Comedy Drama Romance,Lew Temple,Cheryl Hines,Eddie Jemison
bloodsport ,Newt Arnold,Action Biography Drama Sport,Bolo Yeung,Donald Gibb,Ken Siu
mr. smith goes to washington ,Frank Capra,Comedy Drama,Claude Rains,Jean Arthur,Thomas Mitchell
kids ,Larry Clark,Drama,Rosario Dawson,Leo Fitzpatrick,Justin Pierce
the squid and the whale ,Noah Baumbach,Comedy Drama,William Baldwin,Elizabeth Meriwether,Owen Kline
kissing jessica stein ,Charles Herman-Wurmfeld,Comedy Drama Romance,Scott Cohen,Jennifer Westfeldt,Brian Stepanek
"a woman, a gun and a noodle shop ",Yimou Zhang,Comedy Drama,Honglei Sun,Ni Yan,Dahong Ni
kickboxer: vengeance ,John Stockwell,Action,Matthew Ziff,T.J. Storm,Sam Medina
spellbound ,Alfred Hitchcock,Film-Noir Mystery Romance Thriller,Norman Lloyd,Rhonda Fleming,Leo G. Carroll
exotica ,Atom Egoyan,Drama Mystery Romance,Bruce Greenwood,Mia Kirshner,Sarah Polley
buffalo '66 ,Vincent Gallo,Comedy Crime Drama Romance,Anjelica Huston,Vincent Gallo,Jan-Michael Vincent
insidious ,James Wan,Fantasy Horror Mystery Thriller,Lin Shaye,Barbara Hershey,Philip Friedman
repo man ,Alex Cox,Comedy Crime Sci-Fi Thriller,Del Zamora,Tracey Walter,Miguel Sandoval
nine queens ,Fabián Bielinsky,Crime Drama Thriller,Ricardo Darín,Gastón Pauls,Leticia Brédice
the gatekeepers ,Dror Moreh,Documentary War,Ami Ayalon,Yuval Diskin,Yaakov Peri
the ballad of jack and rose ,Rebecca Miller,Drama,Beau Bridges,Susanna Thompson,Ryan McDonald
the to do list ,Maggie Carey,Comedy Romance,Donald Glover,Alia Shawkat,Scott Porter
killing zoe ,Roger Avary,Crime Drama Thriller,Eric Stoltz,Salvator Xuereb,Jean-Hugues Anglade
the believer ,Henry Bean,Drama,Ryan Gosling,Theresa Russell,Summer Phoenix
snow angels ,David Gordon Green,Drama Romance,Michael Angarano,Connor Paolo,Tom Noonan
unsullied ,Simeon Rice,Action Horror Thriller,Ward G. Smith,Lisa Brave,Malone Thomas
session 9 ,Brad Anderson,Horror Mystery,Paul Guilfoyle,Brendan Sexton III,Larry Fessenden
i want someone to eat cheese with ,Jeff Garlin,Comedy Romance,Jessy Schram,Jeff Garlin,Joey Slotnick
mooz-lum ,Qasim Basir,Drama Family,Dorian Missick,Nia Long,Evan Ross
hatchet ,Adam Green,Comedy Horror,Joel David Moore,Kane Hodder,Joel Murray
modern times ,Charles Chaplin,Comedy Drama Family,Paulette Goddard,Stanley Blystone,Fred Malatesta
stolen summer ,Pete Jones,Drama,Brian Dennehy,Aidan Quinn,Bonnie Hunt
my name is bruce ,Bruce Campbell,Comedy Fantasy,Ted Raimi,Dan Hicks,Timothy Patrick Quill
the salon ,Mark Brown,Comedy Drama,Vivica A. Fox,Monica Calhoun,Garrett Morris
road hard ,Adam Carolla,Comedy,Jay Mohr,Jim O'Heir,David Alan Grier
forty shades of blue ,Ira Sachs,Drama Music Romance,Rip Torn,Jenny O'Hara,Darren E. Burrows
amigo ,John Sayles,Drama War,Brian Lee Franklin,John Arcilla,Ronnie Lazaro
pontypool ,Bruce McDonald,Fantasy Horror,Stephen McHattie,Georgina Reilly,Boyd Banks
trucker ,James Mottern,Drama,Jimmy Bennett,Joey Lauren Adams,Matthew Lawrence
me you and five bucks ,Jaime Zevallos,Comedy Drama Romance,Angela Sarafyan,Jaime Zevallos,Michael Elian
the lords of salem ,Rob Zombie,Drama Fantasy Horror Thriller,Sid Haig,Dee Wallace,Michael Berryman
housebound ,Gerard Johnstone,Comedy Horror Mystery,Morgana O'Reilly,Bruce Hopkins,Cameron Rhodes
wal-mart: the high cost of low price ,Robert Greenwald,Documentary,Lee Scott,Jon Hunter,Matt Hunter
fetching cody ,David Ray,Drama Fantasy Romance,Nicole Muñoz,Sarah Lind,Kyla Wise
once upon a time in queens ,Dave Rodriguez,Comedy Drama,Chazz Palminteri,Michael Rapaport,Paul Sorvino
closer to the moon ,Nae Caranfil,Comedy Drama,Monica Barladeanu,Joe Armstrong,Martin Hancock
mutant world ,David Winning,Sci-Fi,Ashanti,Amber Marshall,John DeSantis
growing up smith ,Frank Lotito,Comedy Drama Family,Brighton Sharbino,Jake Busey,Tim Guinee
checkmate ,Timothy Woodward Jr.,Action Crime Thriller,Katrina Law,Johnny Messner,Michael Paré
jack reacher ,Christopher McQuarrie,Action Crime Mystery Thriller,Tom Cruise,Robert Duvall,David Oyelowo
#horror ,Tara Subkoff,Drama Horror Mystery Thriller,Timothy Hutton,Balthazar Getty,Lydia Hearst
wind walkers ,Russell Friedenberg,Action Horror Thriller,Rudy Youngblood,Glen Powell,Kiowa Gordon
snow white and the seven dwarfs ,William Cottrell,Animation Family Fantasy Musical,Adriana Caselotti,Billy Gilbert,Lucille La Verne
the holy girl ,Lucrecia Martel,Drama,Mía Maestro,Mercedes Morán,María Alche
shalako ,Edward Dmytryk,Western,Brigitte Bardot,Woody Strode,Honor Blackman
incident at loch ness ,Zak Penn,Adventure Comedy Horror,Zak Penn,Gabriel Beristain,John Bailey
the dog lover ,Alex Ranarivelo,Drama,Lea Thompson,Christina Moore,Cullen Douglas
girl house ,Jon Knautz,Horror Thriller,Camren Bicondova,Adam DiMarco,Chasty Ballesteros
the blue room ,Mathieu Amalric,Crime Romance Thriller,Mathieu Amalric,Léa Drucker,Laurent Poitrenaux
house at the end of the drive ,David Worth,Horror Thriller,Jessica Szohr,Jonathan Mangum,Angela Jones
batman: the movie ,Leslie H. Martinson,Adventure Comedy Family,Burgess Meredith,Cesar Romero,Burt Ward
"lock, stock and two smoking barrels ",Guy Ritchie,Comedy Crime,Jason Statham,Jason Flemyng,Dexter Fletcher
the ballad of gregorio cortez ,Robert M. Young,Western,Barry Corbin,Bruce McGill,Ned Beatty
the celebration ,Thomas Vinterberg,Drama,Ulrich Thomsen,Paprika Steen,Trine Dyrholm
trees lounge ,Steve Buscemi,Comedy Drama,Steve Buscemi,Debi Mazar,Carol Kane
journey from the fall ,Ham Tran,Drama,Long Nguyen,Kieu Chinh,Cat Ly
the basket ,Rich Cowan,Drama,Eric Dane,Karen Allen,Peter Coyote
eddie: the sleepwalking cannibal ,Boris Rodriguez,Comedy Horror,Stephen McHattie,Thure Lindhardt,Georgina Reilly
mercury rising ,Harold Becker,Action Crime Drama Thriller,Bruce Willis,Miko Hughes,Carrie Preston
queen of the mountains ,Sadyk Sher-Niyaz,Action Biography Drama History,Elina Abai Kyzy,Aziz Muradillayev,Mirlan Abdulayev
def-con 4 ,Paul Donovan,Action Sci-Fi,Maury Chaykin,Lenore Zann,Tim Choate
the hebrew hammer ,Jonathan Kesselman,Comedy,Judy Greer,Adam Goldberg,Tony Cox
neal 'n' nikki ,Arjun Sablok,Comedy Musical Romance,Abhishek Bachchan,Uday Chopra,Samantha McLeod
the 41-year-old virgin who knocked up sarah marshall and felt superbad about it ,Craig Moss,Comedy,Noureen DeWulf,Bryan Callen,Matt Crabtree
forget me not ,Tyler Oliver,Horror Romance Thriller,Bella Thorne,Chloe Bridges,Christopher Atkins
rebecca ,Alfred Hitchcock,Drama Film-Noir Mystery Thriller,Laurence Olivier,Joan Fontaine,George Sanders
friday the 13th part 2 ,Steve Miner,Horror Mystery Thriller,Betsy Palmer,Adrienne King,Amy Steel
the lost weekend ,Billy Wilder,Drama Film-Noir,Ray Milland,Jane Wyman,Frank Faylen
c.h.u.d. ,Douglas Cheek,Horror Sci-Fi,Daniel Stern,John Heard,Sam McMurray
filly brown ,Youssef Delara,Drama Music,Noel Gugliemi,Jenni Rivera,Jorge Diaz
the lion of judah ,Deryck Broom,Animation,Vic Mignogna,Omar Benson Miller,Anupam Kher
niagara ,Henry Hathaway,Crime Film-Noir Thriller,Joseph Cotten,Jean Peters,Will Wright
how green was my valley ,John Ford,Drama Family,Roddy McDowall,Walter Pidgeon,Barry Fitzgerald
da sweet blood of jesus ,Spike Lee,Comedy Romance Thriller,Rami Malek,Elvis Nolasco,Felicia Pearson
"sex, lies, and videotape ",Steven Soderbergh,Drama,Peter Gallagher,Laura San Giacomo,Steven Brill
saw ,James Wan,Horror Mystery Thriller,Michael Emerson,Monica Potter,Shawnee Smith
super troopers ,Jay Chandrasekhar,Comedy Crime Mystery,Geoffrey Arend,Daniel von Bargen,Jay Chandrasekhar
the algerian ,Giovanni Zelko,Action Romance Thriller,Zuhair Haddad,Harry Lennix,Ben Youcef
the amazing catfish ,Claudia Sainte-Luce,Comedy Drama,Ximena Ayala,Vera Wilson,José Manuel Orozco Angulo
the day the earth stood still ,Scott Derrickson,Drama Sci-Fi Thriller,Keanu Reeves,Jon Hamm,Juan Riedinger
monsoon wedding ,Mira Nair,Comedy Drama Romance,Naseeruddin Shah,Randeep Hooda,Lillete Dubey
you can count on me ,Kenneth Lonergan,Drama,Matthew Broderick,Rory Culkin,Gaby Hoffmann
the trouble with harry ,Alfred Hitchcock,Comedy Mystery Romance,Jerry Mathers,John Forsythe,Royal Dano
lucky number slevin ,Paul McGuigan,Crime Drama Mystery Thriller,Bruce Willis,Morgan Freeman,Dorian Missick
but i'm a cheerleader ,Jamie Babbit,Comedy Drama,Natasha Lyonne,Clea DuVall,Eddie Cibrian
home run ,David Boyd,Drama Sport,Vivica A. Fox,Drew Waters,Scott Elrod
reservoir dogs ,Quentin Tarantino,Crime Drama Thriller,Quentin Tarantino,Steve Buscemi,Chris Penn
the blue bird ,Walter Lang,Drama Family Fantasy,Spring Byington,Nigel Bruce,Gale Sondergaard
"the good, the bad and the ugly ",Sergio Leone,Western,Clint Eastwood,Luigi Pistilli,Enzo Petito
the second mother ,Anna Muylaert,Comedy Drama,Alex Huszar,Regina Casé,Luis Miranda
blue like jazz ,Steve Taylor,Comedy Drama,Jason Marsden,Marshall Allman,Eric Lange
down and out with the dolls ,Kurt Voss,Comedy Music,Lemmy,Coyote Shivers,Zoë Poledouris
certifiably jonathan ,James David Pasternak,Comedy Documentary,Robin Williams,Sarah Silverman,Jonathan Winters
q ,Laurent Bouhnik,Drama,Déborah Révy,Johnny Amaro,Yassine Azzouz
the knife of don juan ,Tom Sanchez,Comedy Drama,Nataniel Sánchez,Antonio Arrué,Juan Carlos Montoya
grand theft parsons ,David Caffrey,Adventure Comedy Drama,Marley Shelton,Scott Adsit,Jim Cody Williams
extreme movie ,Adam Jay Epstein,Comedy,Rich Ceraulo,Denise Boutte,Vanessa Lee Chester
the charge of the light brigade ,Michael Curtiz,Action Adventure Romance War,Errol Flynn,David Niven,Spring Byington
below zero ,Justin Thomas Ostensen,Thriller,Michael Berryman,Kristin Booth,Michael Eisner
crowsnest ,Brenton Spencer,Action Horror Mystery Thriller,Christie Burke,Victor Zinck Jr.,Chelsey Reist
airborne ,Rob Bowman,Adventure Comedy Sport,Alanna Ubach,Jacob Vargas,Brittney Powell
cotton comes to harlem ,Ossie Davis,Action Comedy,Redd Foxx,Cleavon Little,Calvin Lockhart
the wicked within ,Jay Alaimo,Horror,William McNamara,Sabrina Carmichael,Patrick Muldoon
bleeding hearts ,Dylan Bank,Horror,Seregon O'Dassey,Deirdre Lorenz,Dustin Diamond
waiting... ,Rob McKittrick,Comedy,Ryan Reynolds,Dane Cook,Vanessa Lengies
dead man's shoes ,Shane Meadows,Crime Drama Thriller,Paddy Considine,Gary Stretch,George Newton
from a whisper to a scream ,Jeff Burr,Action Drama Horror Thriller,Terry Kiser,Clu Gulager,Susan Tyrrell
dracula: pages from a virgin's diary ,Guy Maddin,Comedy Horror Musical,Sarah Murphy-Dyson,CindyMarie Small,Brent Neale
faith like potatoes ,Regardt van den Bergh,Drama,Sean Cameron Michael,Frank Rautenbach,Jeanne Neilson
beyond the black rainbow ,Panos Cosmatos,Sci-Fi Thriller,Chris Gauthier,Marilyn Norry,Eva Bourne
the raid: redemption ,Gareth Evans,Action Crime Thriller,Iko Uwais,Yayan Ruhian,Donny Alamsyah
the dead undead ,Matthew R. Anderson,Action Horror Sci-Fi,Johnny Pacar,Vernon Wells,Matthew R. Anderson
the vatican exorcisms ,Joe Marino,Horror,Piero Maggiò,Anella Vastola,Joe Marino
casablanca ,Michael Curtiz,Drama Romance War,Humphrey Bogart,Claude Rains,Conrad Veidt
lake mungo ,Joel Anderson,Drama Horror Mystery Thriller,Talia Zucker,Rosie Traynor,Martin Sharpe
rocket singh: salesman of the year ,Shimit Amin,Comedy Drama,Ranbir Kapoor,Shazahn Padamsee,Gauhar Khan
silent running ,Douglas Trumbull,Drama Sci-Fi,Bruce Dern,Ron Rifkin,Jesse Vint
rocky ,John G. Avildsen,Drama Sport,Sylvester Stallone,Burgess Meredith,Carl Weathers
the sleepwalker ,Mona Fastvold,Drama,Christopher Abbott,Brady Corbet,Gitte Witt
the fog ,John Carpenter,Fantasy Horror,Jamie Lee Curtis,Hal Holbrook,Janet Leigh
tom jones ,Tony Richardson,Adventure Comedy History,Albert Finney,Susannah York,Hugh Griffith
unfriended ,Levan Gabriadze,Horror Mystery Thriller,Shelley Hennig,Renee Olstead,Heather Sossaman
taxi driver ,Martin Scorsese,Crime Drama,Robert De Niro,Albert Brooks,Peter Boyle
the howling ,Joe Dante,Horror,Patrick Macnee,Robert Picardo,Dee Wallace
dr. no ,Terence Young,Action Adventure Thriller,Ursula Andress,Jack Lord,Lois Maxwell
chernobyl diaries ,Bradley Parker,Horror Mystery Sci-Fi Thriller,Jesse McCartney,Ingrid Bolsø Berdal,Jonathan Sadowski
hellraiser ,Clive Barker,Fantasy Horror,Andrew Robinson,Ashley Laurence,Clare Higgins
god's not dead 2 ,Harold Cronk,Drama,Benjamin A. Onyango,Robin Givens,Maria Canals-Barrera
cry_wolf ,Jeff Wadlow,Drama Horror Mystery Thriller,Julian Morris,Gary Cole,Lindy Booth
godzilla 2000 ,Takao Okawara,Action Adventure Drama Sci-Fi Thriller,Hiroshi Abe,Naomi Nishida,Sakae Kimura
blue valentine ,Derek Cianfrance,Drama Romance,Ryan Gosling,Mike Vogel,John Doman
transamerica ,Duncan Tucker,Adventure Comedy Drama,Kevin Zegers,Felicity Huffman,Paul Borghese
the devil inside ,William Brent Bell,Horror,Fernanda Andrade,Claudiu Trandafir,Brian Johnson
beyond the valley of the dolls ,Russ Meyer,Comedy Drama Music,Charles Napier,Cynthia Myers,Harrison Page
love me tender ,Robert D. Webb,Drama Romance Western,James Drury,Neville Brand,Debra Paget
sands of iwo jima ,Allan Dwan,Action Drama Romance War,James Brown,Richard Jaeckel,Forrest Tucker
shine a light ,Martin Scorsese,Biography Documentary Music,Mick Jagger,Keith Richards,Albert Maysles
the green inferno ,Eli Roth,Adventure Horror,Daryl Sabara,Richard Burgi,Magda Apanowicz
departure ,Andrew Steggall,Drama Family Romance,Juliet Stevenson,Alex Lawther,Niamh Cusack
the sessions ,Ben Lewin,Biography Comedy Drama Romance,W. Earl Brown,Adam Arkin,Rhea Perlman
"food, inc. ",Robert Kenner,Documentary,Michael Pollan,Eric Schlosser,Barbara Kowalcyk
october baby ,Andrew Erwin,Drama,Rachel Hendrix,Robert Amaya,Jason Burkey
next stop wonderland ,Brad Anderson,Comedy Drama Romance,Philip Seymour Hoffman,Callie Thorne,Holland Taylor
juno ,Jason Reitman,Comedy Drama Romance,J.K. Simmons,Jennifer Garner,Rainn Wilson
the skeleton twins ,Craig Johnson,Comedy Drama,Ty Burrell,Boyd Holbrook,Kathleen Rose Perkins
martha marcy may marlene ,Sean Durkin,Drama Mystery Thriller,Christopher Abbott,Julia Garner,Brady Corbet
obvious child ,Gillian Robespierre,Comedy Drama,Gaby Hoffmann,Jenny Slate,Jake Lacy
frozen river ,Courtney Hunt,Crime Drama,Charlie McDermott,Michael O'Keefe,Misty Upham
20 feet from stardom ,Morgan Neville,Documentary Music,Sheryl Crow,Lou Adler,Merry Clayton
two girls and a guy ,James Toback,Comedy Drama,Robert Downey Jr.,Natasha Gregson Wagner,Angel David
walking and talking ,Nicole Holofcener,Comedy Drama Romance,Kevin Corrigan,Anne Heche,Vincent Pastore
the full monty ,Peter Cattaneo,Comedy Drama Music,Tom Wilkinson,Mark Addy,Lesley Sharp
who killed the electric car? ,Chris Paine,Documentary,Ed Begley Jr.,Phyllis Diller,Colette Divine
the broken hearts club: a romantic comedy ,Greg Berlanti,Comedy Drama Romance Sport,Justin Theroux,Nia Long,Mary McCormack
bubba ho-tep ,Don Coscarelli,Comedy Fantasy Mystery,Daniel Roebuck,Ossie Davis,Ella Joyce
