,Unnamed: 0,Unnamed: 0.1,title,director,genres,actor1,actor2,actor3,combined_text
4979,4979,4979,walk of fame,Jesse Thomas ,Comedy, Scott Eastwood, Malcolm McDowell, Chris Kattan,Jesse Thomas   Scott Eastwood  Malcolm McDowell  Chris Kattan Comedy
4980,4980,4980,the marine 5: battleground,James Nunn ,Action," Mike ""The Miz"" Mizanin", Maryse Ouellet Mizanin, Curtis Axel,"James Nunn   Mike ""The Miz"" Mizanin  Maryse Ouellet Mizanin  Curtis Axel Action"
4981,4981,4981,ghost in the shell,Rupert Sanders ,Sci-Fi  Action, Scarlett Johansson, Takeshi Kitano, Michael Pitt,Rupert Sanders   Scarlett Johansson  Takeshi Kitano  Michael Pitt Sci-Fi  Action
4982,4982,4982,the boss baby,Tom McGrath ,Animation  Family  Comedy  Adventure  Fantasy, Alec Baldwin, Steve Buscemi, Jimmy Kimmel,Tom McGrath   Alec Baldwin  Steve Buscemi  Jimmy Kimmel Animation  Family  Comedy  Adventure  Fantasy
4983,4983,4983,the zookeeper's wife,Niki Caro ,Drama  History, Jessica Chastain, Daniel Brühl, Johan Heldenbergh,Niki Caro   Jessica Chastain  Daniel Brühl  Johan Heldenbergh Drama  History
4984,4984,4984,the blackcoat's daughter,Oz Perkins ,Horror  Thriller, Emma Roberts, Kiernan Shipka, Lucy Boynton,Oz Perkins   Emma Roberts  Kiernan Shipka  Lucy Boynton Horror  Thriller
4985,4985,4985,the discovery,Charlie McDowell ,Drama  Romance  Sci-Fi  Thriller  Mystery, Jason Segel, Rooney Mara, Robert Redford,Charlie McDowell   Jason Segel  Rooney Mara  Robert Redford Drama  Romance  Sci-Fi  Thriller  Mystery
4986,4986,4986,carrie pilby,Susan Johnson ,Comedy  Drama, Bel Powley, Vanessa Bayer, Colin O'Donoghue,Susan Johnson   Bel Powley  Vanessa Bayer  Colin O'Donoghue Comedy  Drama
4987,4987,4987,the case for christ,Jon Gunn ,Drama, Mike Vogel, Erika Christensen, Robert Forster,Jon Gunn   Mike Vogel  Erika Christensen  Robert Forster Drama
4988,4988,4988,smurfs: the lost village,Kelly Asbury ,Family  Adventure  Animation  Comedy, Demi Lovato, Mandy Patinkin, Jack McBrayer,Kelly Asbury   Demi Lovato  Mandy Patinkin  Jack McBrayer Family  Adventure  Animation  Comedy
4989,4989,4989,going in style,Zach Braff ,Crime  Comedy, Morgan Freeman, Michael Caine, Alan Arkin,Zach Braff   Morgan Freeman  Michael Caine  Alan Arkin Crime  Comedy
4990,4990,4990,colossal,Nacho Vigalondo ,Drama  Fantasy  Sci-Fi, Anne Hathaway, Jason Sudeikis, Dan Stevens,Nacho Vigalondo   Anne Hathaway  Jason Sudeikis  Dan Stevens Drama  Fantasy  Sci-Fi
4991,4991,4991,gifted,Marc Webb ,Drama  Family  Comedy, Chris Evans, Mckenna Grace, Jenny Slate,Marc Webb   Chris Evans  Mckenna Grace  Jenny Slate Drama  Family  Comedy
4992,4992,4992,aftermath,Elliott Lester ,Drama  Thriller, Arnold Schwarzenegger, Scoot McNairy, Maggie Grace,Elliott Lester   Arnold Schwarzenegger  Scoot McNairy  Maggie Grace Drama  Thriller
4993,4993,4993,the fate of the furious,F. Gary Gray ,Action  Crime  Thriller, Vin Diesel, Dwayne Johnson, Michelle Rodriguez,F. Gary Gray   Vin Diesel  Dwayne Johnson  Michelle Rodriguez Action  Crime  Thriller
4994,4994,4994,spark,Aaron Woodley ,Adventure  Animation  Comedy  Family  Sci-Fi, Jace Norman, Jessica Biel, Susan Sarandon,Aaron Woodley   Jace Norman  Jessica Biel  Susan Sarandon Adventure  Animation  Comedy  Family  Sci-Fi
4995,4995,4995,the lost city of z,James Gray ,Adventure  Drama  History, Charlie Hunnam, Robert Pattinson, Tom Holland,James Gray   Charlie Hunnam  Robert Pattinson  Tom Holland Adventure  Drama  History
4996,4996,4996,my entire high school sinking into the sea,Dash Shaw ,Animation  Comedy  Drama, Jason Schwartzman, Reggie Watts, Lena Dunham,Dash Shaw   Jason Schwartzman  Reggie Watts  Lena Dunham Animation  Comedy  Drama
4997,4997,4997,the outcasts,Peter Hutchings ,Comedy, Victoria Justice, Eden Sher, Ashley Rickards,Peter Hutchings   Victoria Justice  Eden Sher  Ashley Rickards Comedy
4998,4998,4998,born in china,Lu Chuan ,Documentary, John Krasinski, Zhou Xun (narrator),unknown,Lu Chuan   John Krasinski  Zhou Xun (narrator) unknown Documentary
4999,4999,4999,unforgettable,Denise Di Novi ,Drama  Thriller, Katherine Heigl, Rosario Dawson, Geoff Stults,Denise Di Novi   Katherine Heigl  Rosario Dawson  Geoff Stults Drama  Thriller
5000,5000,5000,the promise,Terry George ,History  Romance  Drama, Oscar Isaac, Charlotte Le Bon, Christian Bale,Terry George   Oscar Isaac  Charlotte Le Bon  Christian Bale History  Romance  Drama
5001,5001,5001,the circle,James Ponsoldt ,Drama  Thriller  Sci-Fi, Tom Hanks, Emma Watson, John Boyega,James Ponsoldt   Tom Hanks  Emma Watson  John Boyega Drama  Thriller  Sci-Fi
5002,5002,5002,how to be a latin lover,Ken Marino ,Comedy, Eugenio Derbez, Salma Hayek, Raphael Alejandro,Ken Marino   Eugenio Derbez  Salma Hayek  Raphael Alejandro Comedy
5003,5003,5003,sleight,J. D. Dillard ,Drama  Thriller  Action  Sci-Fi, Jacob Latimore, Seychelle Gabriel, Dulé Hill,J. D. Dillard   Jacob Latimore  Seychelle Gabriel  Dulé Hill Drama  Thriller  Action  Sci-Fi
5004,5004,5004,becoming bond,Josh Greenbaum ,Documentary  Comedy, George Lazenby, Josh Lawson, Kassandra Clementi,Josh Greenbaum   George Lazenby  Josh Lawson  Kassandra Clementi Documentary  Comedy
5005,5005,5005,guardians of the galaxy vol. 2,James Gunn ,Action, Chris Pratt, Zoe Saldana, Dave Bautista,James Gunn   Chris Pratt  Zoe Saldana  Dave Bautista Action
5006,5006,5006,the lovers,Azazel Jacobs ,Comedy, Debra Winger, Tracy Letts, Aidan Gillen,Azazel Jacobs   Debra Winger  Tracy Letts  Aidan Gillen Comedy
5007,5007,5007,3 generations,Gaby Dellal ,Comedy  Drama, Naomi Watts, Elle Fanning, Susan Sarandon,Gaby Dellal   Naomi Watts  Elle Fanning  Susan Sarandon Comedy  Drama
5008,5008,5008,king arthur: legend of the sword,Guy Ritchie ,Action  Drama  Fantasy, Charlie Hunnam, Jude Law, Àstrid Bergès-Frisbey,Guy Ritchie   Charlie Hunnam  Jude Law  Àstrid Bergès-Frisbey Action  Drama  Fantasy
5009,5009,5009,snatched,Jonathan Levine ,Action  Comedy, Amy Schumer, Goldie Hawn, Christopher Meloni,Jonathan Levine   Amy Schumer  Goldie Hawn  Christopher Meloni Action  Comedy
5010,5010,5010,lowriders,Ricardo de Montreuil ,Drama, Demián Bichir, Gabriel Chavarria, Theo Rossi,Ricardo de Montreuil   Demián Bichir  Gabriel Chavarria  Theo Rossi Drama
5011,5011,5011,the wall,Doug Liman ,Thriller  War  Drama, Aaron Taylor-Johnson, John Cena,unknown,Doug Liman   Aaron Taylor-Johnson  John Cena unknown Thriller  War  Drama
5012,5012,5012,paris can wait,Eleanor Coppola ,Romance, Diane Lane, Alec Baldwin, Arnaud Viard,Eleanor Coppola   Diane Lane  Alec Baldwin  Arnaud Viard Romance
5013,5013,5013,alien: covenant,Ridley Scott ,Horror  Sci-Fi  Mystery, Michael Fassbender, Katherine Waterston, Demián Bichir,Ridley Scott   Michael Fassbender  Katherine Waterston  Demián Bichir Horror  Sci-Fi  Mystery
5014,5014,5014,diary of a wimpy kid: the long haul,David Bowers ,Comedy  Family, Jason Ian Drucker, Owen Asztalo, Charlie Wright,David Bowers   Jason Ian Drucker  Owen Asztalo  Charlie Wright Comedy  Family
5015,5015,5015,"everything, everything",Stella Meghie ,Drama  Romance, Amandla Stenberg, Nick Robinson, Anika Noni Rose,Stella Meghie   Amandla Stenberg  Nick Robinson  Anika Noni Rose Drama  Romance
5016,5016,5016,wakefield,Robin Swicord ,Drama, Bryan Cranston, Jennifer Garner, Victoria Bruno,Robin Swicord   Bryan Cranston  Jennifer Garner  Victoria Bruno Drama
5017,5017,5017,baywatch,Seth Gordon ,Action  Comedy  Crime, Dwayne Johnson, Zac Efron, Priyanka Chopra,Seth Gordon   Dwayne Johnson  Zac Efron  Priyanka Chopra Action  Comedy  Crime
5018,5018,5018,pirates of the caribbean: dead men tell no tales,"Joachim Rønning, Espen Sandberg ",Adventure  Action  Fantasy  Comedy, Johnny Depp, Javier Bardem, Geoffrey Rush,"Joachim Rønning, Espen Sandberg   Johnny Depp  Javier Bardem  Geoffrey Rush Adventure  Action  Fantasy  Comedy"
5019,5019,5019,buena vista social club: adios,Lucy Walker ,Documentary  Music,Lucy Walker (director),unknown,unknown,Lucy Walker  Lucy Walker (director) unknown unknown Documentary  Music
5020,5020,5020,war machine,David Michôd ,Comedy  Drama  War, Michael Hastings (book); Brad Pitt, Anthony Michael Hall, Topher Grace,David Michôd   Michael Hastings (book); Brad Pitt  Anthony Michael Hall  Topher Grace Comedy  Drama  War
5021,5021,5021,wonder woman,Patty Jenkins ,Fantasy  Action  Adventure, Gal Gadot, Chris Pine, Connie Nielsen,Patty Jenkins   Gal Gadot  Chris Pine  Connie Nielsen Fantasy  Action  Adventure
5022,5022,5022,captain underpants: the first epic movie,David Soren ,Action  Animation  Comedy  Family, Kevin Hart, Ed Helms, Thomas Middleditch,David Soren   Kevin Hart  Ed Helms  Thomas Middleditch Action  Animation  Comedy  Family
5023,5023,5023,dean,Demetri Martin ,Romance  Comedy, Demetri Martin, Kevin Kline, Gillian Jacobs,Demetri Martin   Demetri Martin  Kevin Kline  Gillian Jacobs Romance  Comedy
5024,5024,5024,the mummy,Alex Kurtzman ,Fantasy  Thriller  Action  Adventure  Horror, Tom Cruise, Russell Crowe, Sofia Boutella,Alex Kurtzman   Tom Cruise  Russell Crowe  Sofia Boutella Fantasy  Thriller  Action  Adventure  Horror
5025,5025,5025,it comes at night,Trey Edward Shults ,Drama  Horror  Mystery, Joel Edgerton, Riley Keough, Christopher Abbott,Trey Edward Shults   Joel Edgerton  Riley Keough  Christopher Abbott Drama  Horror  Mystery
5026,5026,5026,my cousin rachel,Roger Michell ,Drama  Romance, Rachel Weisz, Sam Claflin, Iain Glen,Roger Michell   Rachel Weisz  Sam Claflin  Iain Glen Drama  Romance
5027,5027,5027,megan leavey,Gabriela Cowperthwaite ,Drama  War, Kate Mara, Edie Falco, Common,Gabriela Cowperthwaite   Kate Mara  Edie Falco  Common Drama  War
5028,5028,5028,beatriz at dinner,Miguel Arteta ,Comedy  Drama, Salma Hayek, Chloë Sevigny, Connie Britton,Miguel Arteta   Salma Hayek  Chloë Sevigny  Connie Britton Comedy  Drama
5029,5029,5029,cars 3,Brian Fee ,Animation  Adventure  Comedy  Drama, Owen Wilson, Cristela Alonzo, Chris Cooper,Brian Fee   Owen Wilson  Cristela Alonzo  Chris Cooper Animation  Adventure  Comedy  Drama
5030,5030,5030,rough night,Lucia Aniello ,Drama  Comedy, Scarlett Johansson, Zoë Kravitz, Kate McKinnon,Lucia Aniello   Scarlett Johansson  Zoë Kravitz  Kate McKinnon Drama  Comedy
5031,5031,5031,all eyez on me,Benny Boom ,Music  Drama, Demetrius Shipp Jr., Kat Graham, Lauren Cohan,Benny Boom   Demetrius Shipp Jr.  Kat Graham  Lauren Cohan Music  Drama
5032,5032,5032,47 meters down,Johannes Roberts ,Horror  Drama  Thriller  Adventure, Mandy Moore, Claire Holt, Matthew Modine,Johannes Roberts   Mandy Moore  Claire Holt  Matthew Modine Horror  Drama  Thriller  Adventure
5033,5033,5033,the book of henry,Colin Trevorrow ,Drama  Crime  Thriller, Naomi Watts, Jacob Tremblay, Jaeden Lieberher,Colin Trevorrow   Naomi Watts  Jacob Tremblay  Jaeden Lieberher Drama  Crime  Thriller
5034,5034,5034,transformers: the last knight,Michael Bay ,Action  Adventure  Sci-Fi  Fantasy, Mark Wahlberg, Josh Duhamel, Anthony Hopkins,Michael Bay   Mark Wahlberg  Josh Duhamel  Anthony Hopkins Action  Adventure  Sci-Fi  Fantasy
5035,5035,5035,the beguiled,unknown,Drama, Colin Farrell, Nicole Kidman, Kirsten Dunst,unknown  Colin Farrell  Nicole Kidman  Kirsten Dunst Drama
5036,5036,5036,the big sick,Michael Showalter ,Comedy  Drama  Romance, Kumail Nanjiani, Zoe Kazan, Holly Hunter,Michael Showalter   Kumail Nanjiani  Zoe Kazan  Holly Hunter Comedy  Drama  Romance
5037,5037,5037,the bad batch,Ana Lily Amirpour ,Drama  Horror  Sci-Fi, Suki Waterhouse, Jason Momoa, Giovanni Ribisi,Ana Lily Amirpour   Suki Waterhouse  Jason Momoa  Giovanni Ribisi Drama  Horror  Sci-Fi
5038,5038,5038,baby driver,Edgar Wright ,Action  Crime, Ansel Elgort, Lily James, Jamie Foxx,Edgar Wright   Ansel Elgort  Lily James  Jamie Foxx Action  Crime
5039,5039,5039,okja,Bong Joon-ho ,Adventure  Drama  Sci-Fi  Action, Tilda Swinton, Paul Dano, Ahn Seo-hyun,Bong Joon-ho   Tilda Swinton  Paul Dano  Ahn Seo-hyun Adventure  Drama  Sci-Fi  Action
5040,5040,5040,despicable me 3,"Pierre Coffin, Kyle Balda ",Action  Animation  Comedy  Family  Adventure, Steve Carell, Kristen Wiig, Trey Parker,"Pierre Coffin, Kyle Balda   Steve Carell  Kristen Wiig  Trey Parker Action  Animation  Comedy  Family  Adventure"
5041,5041,5041,the house,Andrew J. Cohen ,Comedy, Will Ferrell, Amy Poehler, Ryan Simpkins,Andrew J. Cohen   Will Ferrell  Amy Poehler  Ryan Simpkins Comedy
5042,5042,5042,the little hours,Jeff Baena ,Comedy, Alison Brie, Dave Franco, Kate Micucci,Jeff Baena   Alison Brie  Dave Franco  Kate Micucci Comedy
5043,5043,5043,inconceivable,Jonathan Baker ,Thriller  Drama, Nicolas Cage, Faye Dunaway, Gina Gershon,Jonathan Baker   Nicolas Cage  Faye Dunaway  Gina Gershon Thriller  Drama
5044,5044,5044,2:22,Paul Currie ,Drama  Thriller  Romance  Sci-Fi  Mystery, Michiel Huisman, Teresa Palmer, Sam Reid,Paul Currie   Michiel Huisman  Teresa Palmer  Sam Reid Drama  Thriller  Romance  Sci-Fi  Mystery
5045,5045,5045,a ghost story,David Lowery ,Drama  Fantasy  Romance, Casey Affleck, Rooney Mara,unknown,David Lowery   Casey Affleck  Rooney Mara unknown Drama  Fantasy  Romance
5046,5046,5046,spider-man: homecoming,Jon Watts ,Action  Adventure  Sci-Fi  Drama, Tom Holland, Michael Keaton, Zendaya,Jon Watts   Tom Holland  Michael Keaton  Zendaya Action  Adventure  Sci-Fi  Drama
5047,5047,5047,war for the planet of the apes,Matt Reeves ,Drama  Sci-Fi  War, Andy Serkis, Gabriel Chavarria, Woody Harrelson,Matt Reeves   Andy Serkis  Gabriel Chavarria  Woody Harrelson Drama  Sci-Fi  War
5048,5048,5048,wish upon,John Leonetti ,Adventure  Family  Fantasy, Joey King, Ryan Phillippe, Ki Hong Lee,John Leonetti   Joey King  Ryan Phillippe  Ki Hong Lee Adventure  Family  Fantasy
5049,5049,5049,dunkirk,Christopher Nolan ,War  Action  Drama, Fionn Whitehead, Tom Hardy, Cillian Murphy,Christopher Nolan   Fionn Whitehead  Tom Hardy  Cillian Murphy War  Action  Drama
5050,5050,5050,girls trip,Malcolm D. Lee ,Comedy, Regina Hall, Queen Latifah, Jada Pinkett Smith,Malcolm D. Lee   Regina Hall  Queen Latifah  Jada Pinkett Smith Comedy
5051,5051,5051,first kill,Steven C. Miller ,Action  Thriller  Crime, Hayden Christensen, Bruce Willis, Gethin Anthony,Steven C. Miller   Hayden Christensen  Bruce Willis  Gethin Anthony Action  Thriller  Crime
5052,5052,5052,atomic blonde,David Leitch ,Action  Thriller, Charlize Theron, James McAvoy, John Goodman,David Leitch   Charlize Theron  James McAvoy  John Goodman Action  Thriller
5053,5053,5053,the emoji movie,Tony Leondis ,Animation  Family  Comedy, T. J. Miller, James Corden, Anna Faris,Tony Leondis   T. J. Miller  James Corden  Anna Faris Animation  Family  Comedy
5054,5054,5054,an inconvenient sequel: truth to power,Bonni Cohen ,Documentary, Al Gore,unknown,unknown,Bonni Cohen   Al Gore unknown unknown Documentary
5055,5055,5055,detroit,Kathryn Bigelow ,Crime  Drama  Thriller  History, John Boyega, Will Poulter, Algee Smith,Kathryn Bigelow   John Boyega  Will Poulter  Algee Smith Crime  Drama  Thriller  History
5056,5056,5056,brigsby bear,Dave McCary ,Comedy  Drama, Kyle Mooney, Mark Hamill, Claire Danes,Dave McCary   Kyle Mooney  Mark Hamill  Claire Danes Comedy  Drama
5057,5057,5057,menashe,Joshua Z. Weinstein ,Drama, Menashe Lustig, Ruben Nidorski, Yoel Weisshaus,Joshua Z. Weinstein   Menashe Lustig  Ruben Nidorski  Yoel Weisshaus Drama
5058,5058,5058,the dark tower,Nikolaj Arcel ,Fantasy  Action  Sci-Fi  Adventure, Idris Elba, Matthew McConaughey, Tom Taylor,Nikolaj Arcel   Idris Elba  Matthew McConaughey  Tom Taylor Fantasy  Action  Sci-Fi  Adventure
5059,5059,5059,kidnap,Luis Prieto ,Drama  Thriller, Halle Berry, Sage Correa, Lew Temple,Luis Prieto   Halle Berry  Sage Correa  Lew Temple Drama  Thriller
5060,5060,5060,step,Amanda Lipitz ,Music  Drama  Romance  Crime, Blessin Giraldo, Cori Grainger, Tayla Solomon,Amanda Lipitz   Blessin Giraldo  Cori Grainger  Tayla Solomon Music  Drama  Romance  Crime
5061,5061,5061,wind river,Taylor Sheridan ,Crime  Drama  Mystery  Thriller, Jeremy Renner, Elizabeth Olsen, Jon Bernthal,Taylor Sheridan   Jeremy Renner  Elizabeth Olsen  Jon Bernthal Crime  Drama  Mystery  Thriller
5062,5062,5062,armed response,John Stockwell ,Action  Horror  Thriller, Wesley Snipes, Anne Heche, Dave Annable,John Stockwell   Wesley Snipes  Anne Heche  Dave Annable Action  Horror  Thriller
5063,5063,5063,annabelle: creation,David F. Sandberg ,Horror  Mystery  Thriller, Stephanie Sigman, Talitha Bateman, Lulu Wilson,David F. Sandberg   Stephanie Sigman  Talitha Bateman  Lulu Wilson Horror  Mystery  Thriller
5064,5064,5064,the glass castle,Destin Daniel Cretton ,Drama, Brie Larson, Naomi Watts, Woody Harrelson,Destin Daniel Cretton   Brie Larson  Naomi Watts  Woody Harrelson Drama
5065,5065,5065,the nut job 2: nutty by nature,Cal Brunker ,Family  Animation  Adventure  Comedy, Will Arnett, Katherine Heigl, Maya Rudolph,Cal Brunker   Will Arnett  Katherine Heigl  Maya Rudolph Family  Animation  Adventure  Comedy
5066,5066,5066,good time,Ben Safdie & Joshua Safdie ,Crime  Drama  Thriller, Robert Pattinson, Jennifer Jason Leigh, Ben Safdie,Ben Safdie & Joshua Safdie   Robert Pattinson  Jennifer Jason Leigh  Ben Safdie Crime  Drama  Thriller
5067,5067,5067,ingrid goes west,Matt Spicer ,Drama  Comedy, Aubrey Plaza, Elizabeth Olsen, O'Shea Jackson Jr.,Matt Spicer   Aubrey Plaza  Elizabeth Olsen  O'Shea Jackson Jr. Drama  Comedy
5068,5068,5068,the only living boy in new york,Marc Webb ,Drama, Callum Turner, Kate Beckinsale, Pierce Brosnan,Marc Webb   Callum Turner  Kate Beckinsale  Pierce Brosnan Drama
5069,5069,5069,the hitman's bodyguard,Patrick Hughes ,Thriller  Comedy  Crime  Action, Ryan Reynolds, Samuel L. Jackson, Gary Oldman,Patrick Hughes   Ryan Reynolds  Samuel L. Jackson  Gary Oldman Thriller  Comedy  Crime  Action
5070,5070,5070,logan lucky,Steven Soderbergh ,Action  Comedy  Crime  Drama, Channing Tatum, Adam Driver, Riley Keough,Steven Soderbergh   Channing Tatum  Adam Driver  Riley Keough Action  Comedy  Crime  Drama
5071,5071,5071,patti cake$,Geremy Jasper ,Drama  Music, Danielle Macdonald, McCaul Lombardi,unknown,Geremy Jasper   Danielle Macdonald  McCaul Lombardi unknown Drama  Music
5072,5072,5072,victor crowley,Adam Green ,Horror  Comedy, Kane Hodder, Tyler Mane, Parry Shen,Adam Green   Kane Hodder  Tyler Mane  Parry Shen Horror  Comedy
5073,5073,5073,all saints,Steve Gomer ,Drama  Comedy, John Corbett, Cara Buono,unknown,Steve Gomer   John Corbett  Cara Buono unknown Drama  Comedy
5074,5074,5074,served like a girl,Lysa Heslov ,Documentary,Lysa Heslov (director),unknown,unknown,Lysa Heslov  Lysa Heslov (director) unknown unknown Documentary
5075,5075,5075,beach rats,Eliza Hittman ,Drama  Romance, Harris Dickinson, Madeline Weinstein, Kate Hodge,Eliza Hittman   Harris Dickinson  Madeline Weinstein  Kate Hodge Drama  Romance
5076,5076,5076,film stars don't die in liverpool,Paul McGuigan ,Romance  Drama, Annette Bening, Jamie Bell, Vanessa Redgrave,Paul McGuigan   Annette Bening  Jamie Bell  Vanessa Redgrave Romance  Drama
5077,5077,5077,tulip fever,Justin Chadwick ,Drama  Romance, Alicia Vikander, Dane DeHaan, Christoph Waltz,Justin Chadwick   Alicia Vikander  Dane DeHaan  Christoph Waltz Drama  Romance
5078,5078,5078,unlocked,Michael Apted ,Action  Thriller, Noomi Rapace, Orlando Bloom, Toni Collette,Michael Apted   Noomi Rapace  Orlando Bloom  Toni Collette Action  Thriller
5079,5079,5079,it,Andrés Muschietti ,Horror  Fantasy, Jaeden Lieberher, Bill Skarsgård, Sophia Lillis,Andrés Muschietti   Jaeden Lieberher  Bill Skarsgård  Sophia Lillis Horror  Fantasy
5080,5080,5080,home again,Hallie Meyers-Shyer ,Comedy  Drama  Romance, Reese Witherspoon, Candice Bergen, Michael Sheen,Hallie Meyers-Shyer   Reese Witherspoon  Candice Bergen  Michael Sheen Comedy  Drama  Romance
5081,5081,5081,9/11,unknown,Drama,Charlie Sheen, Whoopi Goldberg,unknown,unknown Charlie Sheen  Whoopi Goldberg unknown Drama
5082,5082,5082,the good catholic,Paul Shoulberg ,Drama  Comedy, Zachary Spicer, Wrenn Schmidt, John C. McGinley,Paul Shoulberg   Zachary Spicer  Wrenn Schmidt  John C. McGinley Drama  Comedy
5083,5083,5083,gun shy,Simon West ,Action  Adventure  Comedy  Crime  Thriller, Antonio Banderas, Olga Kurylenko,unknown,Simon West   Antonio Banderas  Olga Kurylenko unknown Action  Adventure  Comedy  Crime  Thriller
